"KEGG_KO","CiA","CiB","CiC","CiD","CiE","CiF","HmA","HmB","HmC","HmD","HmE","HmF","MsA","MsB","MsC","MsD","MsE","MsF","PfA","PfB","PfC","PfD","PfE","PfF","ScA","ScB","ScC","ScD","ScE","ScF","description"
"K05164",0,0,0,0,0,0,3e-06,4e-06,1e-06,1e-06,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05174",0,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,1.9e-05,0,0,0,0,0,0,0,0,"-"
"K05175",0,0,0,0,0,0,1.3e-05,1.9e-05,2.1e-05,6.4e-05,2.9e-05,2.6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GABRA; gamma-aminobutyric acid receptor subunit alpha"
"K05181",0,0,0,0,0,0,2e-05,3.1e-05,3e-05,5.7e-05,3.9e-05,2.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GABRB; gamma-aminobutyric acid receptor subunit beta"
"K05186",0,0,0,0,0,0,1e-06,0,2e-06,4e-06,4e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05189",0,0,0,0,0,0,1e-06,0,0,4e-06,1e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05190",0,0,0,0,0,0,1e-06,3e-06,0,3e-06,1e-06,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05193",0,0,0,0,0,0,2e-06,4e-06,3e-06,4e-06,3e-06,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05194",0,0,0,0,0,0,5e-06,2e-06,2e-06,3e-06,4e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GLRA2; glycine receptor alpha-2"
"K05197",0,0,0,0,0,0,9e-06,2.1e-05,1.8e-05,3.3e-05,3.3e-05,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9e-05,0,"-"
"K05198",0,0,0,0,0,0,9e-06,1.2e-05,8e-06,1.4e-05,1.4e-05,1.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GRIA2; glutamate receptor 2"
"K05199",0,0,0,0,0,0,4e-06,2e-06,7e-06,5e-06,8e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GRIA3; glutamate receptor 3"
"K05200",0,0,0,0,0,0,1.9e-05,2.8e-05,2.5e-05,3.9e-05,3.3e-05,2.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05201",0,0,0,0,0,0,1.3e-05,1.6e-05,2e-05,2.7e-05,2.6e-05,2.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GRIK1; glutamate receptor, ionotropic kainate 1"
"K05202",0,0,0,0,0,0,7.6e-05,0.000132,0.00011,0.000165,0.000144,0.000114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GRIK2; glutamate receptor, ionotropic kainate 2"
"K05203",0,0,0,0,0,0,8e-06,1.9e-05,9e-06,2.7e-05,2.1e-05,1.6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05204",0,0,0,0,0,0,7e-06,6e-06,8e-06,1.8e-05,1.2e-05,7e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05205",0,0,0,0,0,0,2e-06,5e-06,1e-06,8e-06,3e-06,3e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05208",0,0,0,0,0,0,2.3e-05,4.4e-05,3.5e-05,6.2e-05,4.7e-05,2.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GRIN1; glutamate receptor ionotropic, NMDA 1"
"K05209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5e-05,0,0,0,0,"-"
"K05210",0,0,0,0,0,0,1.8e-05,2.8e-05,2.5e-05,5e-05,3.7e-05,2.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GRIN2B; glutamate receptor ionotropic, NMDA 2B"
"K05212",0,0,0,0,0,0,1e-06,3e-06,1e-06,3e-06,7e-06,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05213",0,0,0,0,0,0,3.6e-05,4.2e-05,4e-05,6.6e-05,5.2e-05,4.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GRIN3A; glutamate receptor ionotropic, NMDA 3A"
"K05214",0,0,0,0,0,0,1e-06,2e-06,0,1e-06,1e-06,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05215",0,0,0,0,0,0,6e-06,3e-06,8e-06,1.5e-05,6e-06,5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05217",0,0,0,0,0,0,7e-06,5e-06,8e-06,1.6e-05,8e-06,9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05218",0,0,0,0,0,0,4.6e-05,7.2e-05,8.1e-05,0.000108,8.2e-05,4.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05219",0,0,0,0,0,0,8e-06,9e-06,1.7e-05,2.1e-05,1.6e-05,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05220",0,0,0,0,0,0,6e-06,1.3e-05,1.4e-05,3e-05,2e-05,1.6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05221",0,0,0,0,0,0,2e-06,9e-06,3e-06,1.4e-05,7e-06,9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05233",0,0,0,0,0,0,2.1e-05,2.4e-05,2.7e-05,4e-05,3e-05,3.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05236",1e-06,0.000222,1e-05,0,1.1e-05,0,9.5e-05,0.00012,8.9e-05,0.000162,0.00013,9.5e-05,0.000155,3e-06,0,0,0,3e-06,2e-06,6e-06,0,0.000152,0,2e-06,8e-06,0,0,0,0,0,"COPA, RET1; coatomer subunit alpha"
"K05242",0,0,0,0,0,0,0,1e-06,0,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05266",0,0,0,0,0,0,1e-06,0,1e-06,1e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05271",0,0,0,0,0,0,1.3e-05,1.8e-05,1.9e-05,2.6e-05,1.7e-05,2e-05,4.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05274",0,0,0,0,0,0,1e-06,5e-06,9e-06,4e-06,4e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05275",0,0,0,0,0,1.2e-05,3e-06,4e-06,4e-06,6e-06,1e-06,8e-06,0.000608,1e-06,2e-06,1.1e-05,0,1.2e-05,0,0,0,0,0,0,0,0,0,6e-06,0,0,"E1.1.1.65; pyridoxine 4-dehydrogenase [EC:1.1.1.65]"
"K05281",0,0,0,0,0,7e-06,0,1e-06,7e-06,2e-06,1e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E1.3.1.45; 2'-hydroxyisoflavone reductase [EC:1.3.1.45]"
"K05283",0,0,0,0,0,1.2e-05,5.1e-05,5.6e-05,7.2e-05,9.4e-05,7e-05,4.1e-05,1e-06,0,0,1e-06,0,0,0,0,0,0,0,0,0,0,8e-06,0,0,0,"PIGW; phosphatidylinositol glycan, class W [EC:2.3.-.-]"
"K05284",0,0,0,2e-06,6.4e-05,0,1.6e-05,1.5e-05,2.4e-05,2.6e-05,2e-05,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PIGM; phosphatidylinositol glycan, class M [EC:2.4.1.-]"
"K05285",0,0,0,0,0,0,2.1e-05,3.1e-05,2.6e-05,3.8e-05,3.1e-05,2.3e-05,0,0,0,0,0,0,0,0,0,1.9e-05,0,0,0,0,0,0,0,0,"PIGN; phosphatidylinositol glycan, class N [EC:2.7.-.-]"
"K05286",0,1.3e-05,0,0,0,0,1.9e-05,1.7e-05,3e-05,2.7e-05,3.4e-05,2.7e-05,0,0,0,0.000168,0,0,0,0,0,0,0,0,1.7e-05,0,0,7.3e-05,0,0,"PIGB; phosphatidylinositol glycan, class B [EC:2.4.1.-]"
"K05287",0,0,0,0,1e-06,0,1.8e-05,1.3e-05,1.4e-05,1.3e-05,1.7e-05,1.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PIGF; phosphatidylinositol glycan, class F [EC:2.7.-.-]"
"K05288",0,1.7e-05,0,0,1e-06,0,2.9e-05,4.6e-05,5.3e-05,6.8e-05,6.1e-05,4.1e-05,8.8e-05,4e-06,0,2.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PIGO; phosphatidylinositol glycan, class O"
"K05289",0,0,0,0,0,0,1.4e-05,1.5e-05,1.5e-05,2.5e-05,1.6e-05,1.7e-05,0,0,0,0,0,0.000142,0,0,0,0,0,0,0,0,0,0,0,0,"GAA1; glycosylphosphatidylinositol transamidase"
"K05290",0,0,0,0,8e-06,0,1.6e-05,2.6e-05,3.3e-05,3.7e-05,2.3e-05,2.1e-05,0,0,0,0,0,1.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,"PIGK; phosphatidylinositol glycan, class K [EC:2.6.-.-]"
"K05291",4e-05,0,0,0,0,0,5e-06,5e-06,7e-06,4e-06,5e-06,5e-06,0.000789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PIGS; phosphatidylinositol glycan, class S"
"K05292",0,2e-06,0,0,0,0,1e-05,1.4e-05,7e-06,2.8e-05,2e-05,1.6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PIGT; phosphatidylinositol glycan, class T"
"K05293",2e-05,0,0,0,0,0,2.2e-05,4e-05,4e-05,6.9e-05,5.8e-05,3.6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PIGU; phosphatidylinositol glycan, class U"
"K05294",0,0,0,0,0,0,2e-05,3.7e-05,3.3e-05,5.3e-05,3.6e-05,3.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PGAP1; glycosylphosphatidylinositol deacylase [EC:3.-.-.-]"
"K05297",0,0,0,2e-06,1e-06,0,4e-06,1e-06,5e-06,4e-06,0,2e-06,6e-06,0,0,0,0,0,0,0,0,7e-06,0,0,0,0,0,0,0,0,"rubB, alkT; rubredoxin---NAD+ reductase [EC:1.18.1.1]"
"K05299",0,8e-06,0,2e-06,0,0,4e-06,6e-06,1e-05,8e-06,1e-05,2e-06,3e-06,1e-06,0,0,0,5.2e-05,0,0,0,0,0,0,0,3.3e-05,0,0,0,0,"fdhA; formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10]"
"K05301",0,0,1e-05,0,0,0,2e-06,2e-06,2e-06,3e-06,4e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E1.8.2.1; sulfite dehydrogenase [EC:1.8.2.1]"
"K05302",0,0,0,0,0,0,7e-06,9e-06,9e-06,1.3e-05,1.2e-05,1.1e-05,3.2e-05,0,0,0.000141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SETD6; N-lysine methyltransferase SETD6 [EC:2.1.1.-]"
"K05303",0.000111,7e-05,4.1e-05,5.5e-05,5.4e-05,4.7e-05,5.8e-05,8.1e-05,5.8e-05,8e-05,8.8e-05,6.3e-05,3.1e-05,0,0,1.4e-05,0,0,0,0,0,1.7e-05,1.9e-05,0,0,6e-06,0,0,0,0,"K05303; O-methyltransferase [EC:2.1.1.-]"
"K05304",0,0,1e-05,0,0,0,1e-06,0,3e-06,0,0,0,0,0,0,2e-05,0,0,0,4e-06,0,3.4e-05,0,1e-06,0,0,0,0,0,0,"NANS, SAS; sialic acid synthase [EC:2.5.1.56 2.5.1.57 2.5.1.132]"
"K05305",4.4e-05,0,0,5e-06,1e-06,0,4e-05,4.5e-05,5.9e-05,7.5e-05,7.2e-05,4.3e-05,0,0.000116,3.1e-05,2.3e-05,0,0,0,0,0,1.2e-05,2.3e-05,9.8e-05,0,0,0,0,0,0,"FUK; fucokinase [EC:2.7.1.52]"
"K05306",5.4e-05,0,7.3e-05,2e-05,6.4e-05,3.6e-05,1.6e-05,9e-06,1.7e-05,1.3e-05,2e-05,1.8e-05,1.4e-05,2.8e-05,0,0.000161,0,0,4.5e-05,0.00016,0.000827,8.2e-05,6.3e-05,6.3e-05,0,0,0,0,2.4e-05,0,"phnX; phosphonoacetaldehyde hydrolase [EC:3.11.1.1]"
"K05307",0,0,0,0,0,0,2.2e-05,3.9e-05,2.7e-05,4.1e-05,3.5e-05,3.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"THTPA; thiamine-triphosphatase [EC:3.6.1.28]"
"K05309",0,0,0,0,2e-05,0,1.2e-05,1.6e-05,1.7e-05,2.9e-05,2.1e-05,1.3e-05,0,0,0,3e-06,0,0,0,0,0,0,0,0,0,4.4e-05,0,0,0,0,"PTGES2; microsomal prostaglandin-E synthase 2 [EC:5.3.99.3]"
"K05310",0,0,0,0,0,0,1e-05,2.4e-05,2.8e-05,4.5e-05,3.1e-05,2.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GPI7; ethanolaminephosphotransferase [EC:2.7.-.-]"
"K05311",0,0,0,0,2e-06,0,0,0,3e-06,1.7e-05,1.4e-05,3e-06,7.6e-05,0.000239,0.000112,0,0,4.9e-05,8e-05,6e-06,0,0.000347,0.000428,0.000316,1.7e-05,6.1e-05,0,5.5e-05,1.9e-05,0,"cggR; central glycolytic genes regulator"
"K05312",1e-06,0,0,0,0,0,0.000369,0.000451,0.00043,0.000689,0.000654,0.000482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CHRNN; nicotinic acetylcholine receptor, invertebrate"
"K05313",0,0,0,0,0,0,4.4e-05,6.7e-05,6.3e-05,6e-05,5.6e-05,4.7e-05,0,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GRIN; glutamate receptor, ionotropic, invertebrate"
"K05323",0,0,0,0,0,0,6.6e-05,9.4e-05,9.6e-05,0.000176,0.000117,0.000106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KCNKN; potassium channel subfamily K, invertebrate"
"K05330",0,0,0,0,0,0,4.1e-05,8.2e-05,8.5e-05,0.000138,9.9e-05,8.6e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KCNJN; potassium inwardly-rectifying channel subfamily J, other"
"K05334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9e-05,0,"-"
"K05337",3.7e-05,8e-06,4.1e-05,1.8e-05,2.4e-05,6.3e-05,4.9e-05,2.8e-05,3.5e-05,2.6e-05,2.6e-05,2.7e-05,2.3e-05,0.000143,1.8e-05,1e-05,0,3.7e-05,2e-06,2.2e-05,2.3e-05,2.2e-05,3.1e-05,0.00015,8e-06,3.3e-05,8.4e-05,4.9e-05,2.4e-05,4.9e-05,"fer; ferredoxin"
"K05339",0,0,1e-05,3e-06,1.4e-05,3e-06,0,0,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lrgB; holin-like protein LrgB"
"K05340",1e-06,0.000232,0.000187,0.000151,7e-05,0.00027,1e-06,0,0,1e-06,0,3e-06,0,1e-06,4e-06,4.6e-05,0,0.000382,0,0,0,2.2e-05,2e-05,0,0,0,0,0,0,0,"glcU; glucose uptake protein"
"K05341",1e-06,2e-06,5.2e-05,2.9e-05,3.9e-05,2.5e-05,0.000151,0.000122,0.000233,0.000114,0.000147,0.000129,0,5e-06,1.1e-05,0,0,0,0,4e-06,0,3.4e-05,3.8e-05,0.000129,0,0,0,0,0,0,"E2.4.1.4; amylosucrase [EC:2.4.1.4]"
"K05342",4e-06,0,0,8.8e-05,3.4e-05,2e-05,4e-06,5e-06,1e-06,6e-06,4e-06,2e-06,0,6e-06,0,0.000148,0,0,0,4e-06,0,1.9e-05,3e-05,0.000249,0,0,0,0,0,0,"E2.4.1.64; alpha,alpha-trehalose phosphorylase [EC:2.4.1.64]"
"K05343",2.6e-05,4.9e-05,6.2e-05,3.1e-05,0.000161,4e-05,0.000287,0.000363,0.000416,0.000262,0.000315,0.000319,3.5e-05,0,0,5e-05,0,3e-06,0,0,0.00043,7.2e-05,9.4e-05,0,0,0,0,1.2e-05,0,0,"treS; maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]"
"K05346",0,0,1e-05,3e-06,4e-06,0,1e-06,1e-06,4e-06,1e-06,5e-06,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9e-05,0,0,0,0,"deoR; deoxyribonucleoside regulator"
"K05349",0.000479,0.000283,0.00086,0.000726,0.000991,0.000782,0.000666,0.000889,0.000728,0.000842,0.000907,0.000855,0.000527,0.00221,0.00024,0.000272,0,0.000761,0.000259,0.00026,0.000165,0.001257,0.001619,0.00294,5e-05,0.000471,6.9e-05,4.9e-05,0.000167,0.000155,"bglX; beta-glucosidase [EC:3.2.1.21]"
"K05350",0.000352,0.000118,0.00028,0.000156,0.000221,0.000209,0.000318,0.000271,0.000366,0.000235,0.000268,0.000238,5.6e-05,9e-05,4.6e-05,0.00024,0,0.000743,0,0,4e-05,0.000373,0.000499,0.000156,0,0,0,6e-06,0,1.6e-05,"bglB; beta-glucosidase [EC:3.2.1.21]"
"K05351",0,0,0,2e-06,1.6e-05,3e-06,1.2e-05,9e-06,5e-06,1e-05,5e-06,7e-06,0,5e-06,0,0,0,8.6e-05,0,0,0,0,0,0,0,0,0,0,0,0,"E1.1.1.9; D-xylulose reductase [EC:1.1.1.9]"
"K05352",0,0,0,0,0,0,0,3e-06,1e-06,1.1e-05,1e-05,0,2.1e-05,0.000149,0.000101,0,0,9.6e-05,4.3e-05,0,0,7e-06,3.8e-05,2.1e-05,0,2.8e-05,0,6.1e-05,0,0,"tarJ; ribitol-5-phosphate 2-dehydrogenase (NADP+) [EC:1.1.1.405]"
"K05355",1.6e-05,0,0,0,0,0,1.4e-05,8e-06,8e-06,1.6e-05,1.2e-05,1.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hexPS, COQ1; hexaprenyl-diphosphate synthase [EC:2.5.1.82 2.5.1.83]"
"K05356",9e-06,0,0,0,0,0,5e-06,7e-06,1.1e-05,3e-06,7e-06,1e-05,0,0,0,0,0,4.6e-05,0,0,0,0,0,0,0,0,0,6e-06,0,0,"SPS, sds; all-trans-nonaprenyl-diphosphate synthase [EC:2.5.1.84 2.5.1.85]"
"K05357",0,0,0,0,0,0,5e-06,9e-06,9e-06,8e-06,1.2e-05,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VKORC1; vitamin-K-epoxide reductase (warfarin-sensitive) [EC:1.17.4.4]"
"K05359",0,0,0,0,0,3e-06,1e-06,1e-06,1e-06,0,0,1e-06,0,0,0,6e-05,0,0,0,0,0,7e-06,1.3e-05,0,0,0,0,0,0,0,"ADT, PDT; arogenate/prephenate dehydratase [EC:4.2.1.91 4.2.1.51]"
"K05360",0,0,0,0,0,0,6e-06,4e-06,4e-06,1.4e-05,8e-06,4e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TXNDC12; protein-disulfide reductase (glutathione) [EC:1.8.4.2]"
"K05361",4e-06,0,1e-05,0,0,0,1.4e-05,1.6e-05,1.2e-05,1.6e-05,1.7e-05,2e-05,9e-06,0,0,0,0,0,0,2e-06,0,1.2e-05,0,0,0,0,0,0,5e-06,0,"GPX4; phospholipid-hydroperoxide glutathione peroxidase [EC:1.11.1.12]"
"K05362",1.6e-05,6.8e-05,0.00027,0.000231,0.000103,0.000182,0,2e-06,4e-06,1e-06,0,1e-06,0,1e-06,0,7.2e-05,0,0.000268,0,0,0,0,0,8e-06,0,0,0,0,0,0,"murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase [EC:6.3.2.7]"
"K05363",2.3e-05,0.000175,0.000301,0.000192,0.000146,0.000263,1e-06,5e-06,1e-05,1e-06,2e-06,1e-06,0,0,0,1.8e-05,0,0.00029,0,0,0,0,0,0,0,0,0,0,0,0,"murM; serine/alanine adding enzyme [EC:2.3.2.10]"
"K05364",4e-05,2.5e-05,2.1e-05,2.1e-05,4e-05,2.1e-05,0.000418,0.000468,0.000445,0.000366,0.000411,0.000481,4.8e-05,3.3e-05,0,4.9e-05,0,0,0,0,0,0,0,3.5e-05,0,0,2.3e-05,0,2.4e-05,2.4e-05,"pbpA; penicillin-binding protein A"
"K05365",2.7e-05,0,0,2.1e-05,3.2e-05,2.4e-05,3.3e-05,3e-05,4.8e-05,2.6e-05,6.3e-05,4.9e-05,0,0,0,5.7e-05,0,5.5e-05,0,0,0,0,0,0,0,6e-06,0,0,4.3e-05,0,"mrcB; penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4]"
"K05366",0.000558,0.000293,0.000321,0.000573,0.000804,0.000396,0.000445,0.000373,0.000394,0.00035,0.000409,4e-04,0.000624,0.001949,0.000543,0.00189,0,0.001621,0.001452,0.000434,0.000463,0.000862,0.001045,0.001662,0.000133,0.000282,7.7e-05,4.9e-05,0.000115,0.000188,"mrcA; penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]"
"K05367",2.4e-05,0.000127,2.1e-05,2.3e-05,5.6e-05,4.9e-05,7.6e-05,5.8e-05,6.6e-05,4.8e-05,5.7e-05,4.8e-05,0.000215,4e-06,0,2e-05,0,3e-06,4e-06,0,3e-06,0,0,1e-06,8e-06,0,1.5e-05,0,5e-06,0,"pbpC; penicillin-binding protein 1C [EC:2.4.1.129]"
"K05368",0,0,0,0,0,0,0,0,0,0,0,0,0,1.1e-05,0,0,0,0,0,0,0,0,0,0,8e-06,0,0,1.2e-05,0,0,"fre, ubiB; aquacobalamin reductase / NAD(P)H-flavin reductase [EC:1.16.1.3 1.5.1.41]"
"K05370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pebB; phycoerythrobilin:ferredoxin oxidoreductase [EC:1.3.7.3]"
"K05371",0.000158,6.3e-05,0.000197,9.4e-05,0.000205,9.1e-05,3e-06,2e-06,6e-06,5e-06,4e-06,3e-06,4.7e-05,0,0,7e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pcyA; phycocyanobilin:ferredoxin oxidoreductase [EC:1.3.7.5]"
"K05375",1e-06,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0,0,3.3e-05,0,0,0,0,"mbtH, nocI; MbtH protein"
"K05378",4e-06,0,0,3e-06,7e-06,4e-06,4e-06,3e-06,4e-06,6e-06,6e-06,4e-06,4.1e-05,0,0,6.2e-05,0,9e-06,0,0,0,0,0,0,0,0,0,0,0,0,"cpeC, mpeC; phycoerythrin-associated linker protein"
"K05391",0,0,0,5e-06,8e-06,5e-06,3.6e-05,1.1e-05,1.1e-05,2e-05,4e-06,8e-06,0,0,0,8e-06,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,"CNGC; cyclic nucleotide gated channel, plant"
"K05396",1e-06,0,2.1e-05,2e-06,2.4e-05,1.3e-05,1e-04,7.3e-05,9.1e-05,5.1e-05,6.8e-05,5.6e-05,2.1e-05,5e-06,0,3.2e-05,0.000265,0,2.4e-05,6.5e-05,1e-05,3.4e-05,3.4e-05,1e-06,0,6e-06,8e-06,0,0,0,"dcyD; D-cysteine desulfhydrase [EC:4.4.1.15]"
"K05398",0,0,0,0,0,0,1.4e-05,2.1e-05,2e-05,2.3e-05,2.7e-05,8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05401",0,0,0,0,0,0,1e-04,0.000117,7.3e-05,0.000125,0.000143,8.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05402",0,0,0,0,0,0,5e-06,9e-06,4e-06,1e-05,5e-06,1.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOLLIP; toll-interacting protein"
"K05404",0,0,0,0,0,0,8.7e-05,0.000105,0.000103,0.000141,0.000124,8.6e-05,0,0,0,0,0,0,0,2e-06,0,7.2e-05,0,1e-06,0,0,0,0,0,0,"-"
"K05410",8.7e-05,0,0,0,8e-06,0,1.1e-05,2e-05,1.2e-05,3.1e-05,2.7e-05,2.1e-05,3e-06,0,0,0,0,0,0,0,0,3.6e-05,0,0,0,0,0,0,0,0,"TBK1; TANK-binding kinase 1 [EC:2.7.11.10]"
"K05423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294,0,2e-06,0,0,0,0,0,0,"-"
"K05448",0,0,1e-05,0,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,"-"
"K05449",0,0,0,0,0,0,0,0,1e-06,6e-06,1e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05463",0,0,0,0,0,0,2.2e-05,3.8e-05,3.9e-05,5e-05,5.3e-05,2.7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EFNB; ephrin-B"
"K05464",1e-06,0,0,0,0,0,0,0,0,0,0,0,1.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05465",0,0,0,0,0,0,2e-06,0,1e-06,6e-06,0,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05466",0,0,0,0,0,0,1e-05,2.1e-05,2.5e-05,2.2e-05,1.9e-05,1.1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05467",0,0,0,0,0,0,4e-06,1.4e-05,1.3e-05,1.2e-05,8e-06,9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000291,0,0,0,0,0,0,0,0,"-"
"K05492",0,0,0,0,0,0,9e-06,1.4e-05,9e-06,1.9e-05,1e-05,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
"K05496",0,0,0,0,0,0,1e-05,1.1e-05,1.2e-05,2.1e-05,1.5e-05,1.2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BMP3; bone morphogenetic protein 3"
"K05497",0,0,0,0,0,0,4e-06,6e-06,1e-06,5e-06,5e-06,4e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MSTN, GDF8; growth differentiation factor 8"
"K05498",0,0,0,0,0,0,1e-06,2e-06,2e-06,7e-06,4e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-"
